Company,Quarter,Sales,Total_Assets,Total_Liabilities,Short_Term_Debt,Long_Term_Debt,EBIT,Interest_Expense,Operating_Cash_Flow,Market_Cap,Retained_Earnings,Current_Assets,Current_Liabilities,RBI_Repo_Rate
Infosys,2016-03-31,16032.3,75494.03,75892.15,0.0,0.0,4385.19,0.01,2574.78,223522.16,60919.57,59482.43,13566.38,6.75
Infosys,2016-06-30,16908.57,77642.62,78178.41,0.0,0.0,4593.29,0.01,2846.98,262620.0,63183.17,48122.01,13411.24,6.25
Infosys,2016-09-30,17420.53,77829.2,76556.56,0.0,0.0,4732.37,0.01,2933.18,252201.66,63392.29,47123.7,12829.73,6.25
Infosys,2016-12-31,16666.5,80945.74,80756.43,0.0,0.0,4527.53,0.01,2806.22,268085.74,65987.36,49708.89,13726.37,6.25
Infosys,2017-03-31,16967.85,81960.62,80790.19,0.0,0.0,4609.4,0.01,2856.96,262988.99,66869.25,49729.67,13567.74,6.25
Infosys,2017-06-30,17755.55,80830.82,79486.14,0.0,0.0,4738.88,0.01,3327.94,291809.08,58065.08,53097.61,14210.53,6.0
Infosys,2017-09-30,17178.56,81918.77,82594.58,0.0,0.0,4584.88,0.01,3219.79,263780.6,61143.54,55174.08,15139.94,6.0
Infosys,2017-12-31,17191.33,79894.91,79493.11,0.0,0.0,4588.29,0.01,3222.19,276866.77,61926.11,53102.27,14379.52,6.0
Infosys,2018-03-31,17961.39,80891.55,82464.08,0.0,0.0,4793.81,0.01,3366.52,294179.8,65075.96,55086.91,15283.79,6.0
Infosys,2018-06-30,20515.3,81420.98,82323.6,0.0,0.0,5005.06,0.01,3682.7,319603.39,58713.4,54552.38,18929.3,6.25
Infosys,2018-09-30,20574.78,80436.78,79185.82,0.0,0.0,5019.57,0.01,3693.38,316270.82,58711.59,52473.11,17728.1,6.25
Infosys,2018-12-31,20062.77,81415.69,79970.73,0.0,0.0,4894.66,0.01,3601.47,297332.58,60122.23,52993.24,17863.89,6.25
Infosys,2019-03-31,20194.43,84893.36,85728.86,0.0,0.0,4926.78,0.01,3625.11,320868.17,63395.85,56808.91,19688.04,6.25
Infosys,2019-06-30,23327.17,85262.35,84531.53,1377.99,3215.3,5721.12,42.29,4368.62,375557.09,58076.29,53651.74,19826.1,5.15
Infosys,2019-09-30,22321.32,86217.09,84534.67,1362.78,3179.81,5474.43,43.29,4180.25,381303.97,58987.62,53653.73,19608.01,5.15
Infosys,2019-12-31,22075.6,89966.08,90065.76,1391.44,3246.69,5414.16,43.16,4134.24,382613.93,61813.22,57164.29,21330.34,5.15
Infosys,2020-03-31,22117.32,93523.28,95278.91,1415.99,3303.98,5424.4,42.59,4142.05,355952.42,64516.8,60473.05,22963.12,5.15
Infosys,2020-06-30,25313.01,95553.68,95379.93,1594.6,3720.72,7026.38,49.13,5851.08,405305.35,68535.13,59332.67,22878.22,4.0
Infosys,2020-09-30,25245.07,97843.55,96064.54,1568.45,3659.73,7007.52,49.53,5835.37,383278.61,69233.52,59758.54,22664.68,4.0
Infosys,2020-12-31,25796.81,103399.52,103216.12,1594.67,3720.89,7160.67,49.51,5962.91,404833.44,72242.96,64207.3,24758.94,4.0
Infosys,2021-03-31,24782.5,107354.89,107199.0,1595.18,3722.09,6879.12,48.14,5728.45,387879.07,74119.22,66684.92,25722.62,4.0
Infosys,2021-06-30,30562.89,111899.34,114022.71,1673.36,3904.51,7912.27,49.16,6001.22,479470.18,69043.86,68561.71,35738.1,4.0
Infosys,2021-09-30,30771.82,111265.77,110418.05,1629.69,3802.61,7966.35,50.07,6042.25,467197.96,69059.21,66394.23,33705.03,4.0
Infosys,2021-12-31,30747.31,116305.31,118217.03,1669.19,3894.78,7960.01,49.33,6037.43,467820.22,72594.65,71083.75,36960.4,4.0
Infosys,2022-03-31,31230.96,117258.55,117790.51,1649.65,3849.18,8085.22,50.45,6132.4,439043.36,73584.32,70827.28,36395.88,4.0
Infosys,2022-06-30,37644.4,116536.53,114416.58,2444.41,5703.62,9010.53,72.04,5762.58,460488.44,66603.6,69428.12,36866.24,6.5
Infosys,2022-09-30,36419.78,123014.34,125412.02,2538.23,5922.53,8717.4,71.88,5575.12,470377.62,71029.06,76100.16,41960.01,6.5
Infosys,2022-12-31,36898.98,124934.26,127282.6,2536.5,5918.49,8832.1,70.66,5648.47,525519.68,72848.59,77235.23,42556.85,6.5
Infosys,2023-03-31,37436.58,124171.47,123748.39,2481.22,5789.51,8960.78,70.91,5730.77,480182.32,73088.12,75090.67,40473.46,6.5
Infosys,2023-06-30,37394.92,129047.19,130662.35,2539.09,5924.54,8863.86,119.21,6134.74,602653.36,80587.8,80193.76,38462.83,6.5
Infosys,2023-09-30,39562.27,131710.05,133127.18,2534.68,5914.26,9377.6,117.76,6490.3,597746.94,82622.26,81706.54,39120.41,6.5
Infosys,2023-12-31,39223.45,132900.57,132637.66,2502.74,5839.72,9297.29,116.31,6434.72,524924.95,83727.91,81406.1,38485.37,6.5
Infosys,2024-03-31,39464.11,134543.6,133083.22,2480.48,5787.79,9354.33,118.0,6474.2,573366.13,85111.04,81679.56,38271.23,6.5
Infosys,2024-06-30,41036.31,136815.69,134700.84,2429.95,5669.88,9878.52,103.41,8986.75,642157.32,85373.72,84285.66,39257.53,6.25
Infosys,2024-09-30,40797.15,142021.95,142136.5,2470.09,5763.54,9820.95,105.13,8934.37,660218.15,89129.58,88938.34,42108.92,6.25
Infosys,2024-12-31,40874.4,147033.6,149248.83,2505.28,5845.66,9839.55,104.25,8951.29,615348.29,92778.44,93388.7,44845.99,6.25
Infosys,2025-03-31,39852.72,149303.32,150827.03,2493.29,5817.67,9593.6,102.04,8727.55,637030.96,94701.71,94376.22,45103.19,6.25
Infosys,2025-06-30,45209.38,147244.94,145103.24,2712.76,6329.77,10699.43,102.81,8600.54,645629.0,82793.88,92271.4,48434.09,6.0
Infosys,2025-09-30,44262.11,150390.48,149742.26,2740.93,6395.51,10475.24,104.37,8420.33,692997.19,85914.68,95221.35,50501.66,6.0
Infosys,2025-12-31,45745.54,152750.18,152835.65,2754.34,6426.79,10826.32,103.37,8702.54,731769.14,88606.85,97188.45,51797.03,6.0
Infosys,2026-03-31,44385.26,156524.33,158793.08,2792.7,6516.3,10504.39,104.51,8443.76,750346.31,92144.51,100976.79,54565.55,6.0
JSW Steel,2014-06-30,12153.09,77942.55,76676.06,11437.29,26687.0,2148.33,868.05,1806.95,65972.78,20007.5,22033.16,21672.5,7.75
JSW Steel,2014-09-30,13305.77,80692.54,80019.43,11529.22,26901.51,2352.1,857.18,1978.33,63025.54,20713.41,22993.89,22799.3,7.75
JSW Steel,2014-12-31,13686.68,83405.98,83299.46,11611.35,27093.15,2419.43,887.52,2034.97,65762.98,21409.94,23936.41,23902.93,7.75
JSW Steel,2015-03-31,14122.55,85610.37,85566.76,11620.28,27113.98,2496.48,861.18,2099.77,65378.81,21975.8,24587.93,24572.41,7.75
JSW Steel,2015-06-30,9611.14,85630.33,86553.25,12797.66,29861.21,1485.65,918.24,1595.53,72843.69,17451.21,18283.47,22149.51,6.75
JSW Steel,2015-09-30,10378.82,82206.98,80663.01,12423.4,28987.94,1604.31,888.39,1722.97,70551.97,17398.72,17039.22,20038.5,6.75
JSW Steel,2015-12-31,10801.4,83225.26,83608.53,12719.51,29678.85,1669.63,900.63,1793.13,78918.95,18282.18,17661.43,21265.27,6.75
JSW Steel,2016-03-31,10912.27,80433.47,78986.45,12433.42,29011.32,1686.77,900.3,1811.53,68543.19,18329.21,16685.06,19637.82,6.75
JSW Steel,2016-06-30,12828.18,84563.43,85710.72,13176.58,30745.35,2839.53,939.67,1819.81,78437.37,20950.49,22932.16,21740.85,6.25
JSW Steel,2016-09-30,13234.7,84063.89,83181.15,12863.69,30015.27,2929.51,940.08,1877.48,76963.49,21005.78,22255.36,20598.2,6.25
JSW Steel,2016-12-31,14792.74,86855.2,87231.53,13056.53,30465.23,3274.39,927.36,2098.5,80034.74,21881.75,23339.05,21925.02,6.25
JSW Steel,2017-03-31,14310.11,89066.15,90140.09,13156.95,30699.56,3167.56,937.47,2030.04,81508.34,22615.44,24117.25,22830.33,6.25
JSW Steel,2017-06-30,16793.52,89967.28,90948.9,11946.84,27875.97,3482.3,911.39,2890.01,88983.21,25898.32,26406.53,24571.31,6.0
JSW Steel,2017-09-30,17811.16,91532.21,93103.43,12020.76,28048.45,3693.32,927.68,3065.14,91218.43,26762.85,27032.09,25309.03,6.0
JSW Steel,2017-12-31,18390.9,92168.24,93373.28,11972.41,27935.63,3813.53,907.45,3164.9,93260.79,27356.65,27110.43,25280.28,6.0
JSW Steel,2018-03-31,19194.25,91400.09,90833.72,11744.67,27404.23,3980.11,915.42,3303.15,85909.12,27524.38,26373.09,24124.9,6.0
JSW Steel,2018-06-30,20033.89,99369.31,101091.2,14465.19,33752.1,4474.46,985.83,3458.78,100136.67,32459.84,33788.94,29210.66,6.25
JSW Steel,2018-09-30,20904.34,102629.01,101880.02,14115.03,32935.07,4668.87,986.24,3609.06,109835.1,32530.15,34052.6,28725.98,6.25
JSW Steel,2018-12-31,22845.64,110133.45,111186.62,14354.77,33494.46,5102.45,994.32,3944.22,100335.9,33953.26,37163.26,31882.53,6.25
JSW Steel,2019-03-31,21957.19,112548.29,110343.62,13940.27,32527.3,4904.01,997.4,3790.83,107636.78,33818.31,36881.49,30727.17,6.25
JSW Steel,2019-06-30,17073.68,121386.7,123766.41,18788.15,43839.01,2750.61,1071.48,2976.94,113017.83,34233.88,38762.68,32355.21,5.15
JSW Steel,2019-09-30,17792.38,123026.36,122744.87,18384.74,42897.72,2866.4,1048.29,3102.25,112070.14,34404.2,38442.74,31399.17,5.15
JSW Steel,2019-12-31,19067.2,129786.34,132047.14,18747.89,43745.07,3071.77,1080.52,3324.53,110665.96,36007.03,41356.14,34445.99,5.15
JSW Steel,2020-03-31,19100.84,129509.5,127239.5,18103.92,42242.48,3077.19,1084.53,3330.39,108925.12,35661.78,39850.42,32051.77,5.15
JSW Steel,2020-06-30,17991.44,133759.13,131889.03,19738.22,46055.86,4547.04,993.02,4243.5,140282.22,41323.95,37867.58,30775.06,4.0
JSW Steel,2020-09-30,19498.02,138077.94,136678.71,19815.24,46235.57,4927.8,989.31,4598.84,129901.79,42606.42,39242.78,32017.13,4.0
JSW Steel,2020-12-31,21161.34,144782.7,146252.93,20221.38,47183.22,5348.18,999.19,4991.16,132134.65,44623.89,41991.7,34962.09,4.0
JSW Steel,2021-03-31,21466.21,148676.12,150204.8,20223.92,47189.16,5425.23,1001.81,5063.07,121228.64,45773.85,43126.35,35911.32,4.0
JSW Steel,2021-06-30,32669.26,160536.74,161586.8,21812.85,50896.65,8730.05,1227.71,5863.33,144092.33,62376.65,61481.69,47142.14,4.0
JSW Steel,2021-09-30,35650.91,174542.69,177304.39,22013.99,51365.98,9526.82,1261.11,6398.46,155738.57,64653.24,67462.03,52204.66,4.0
JSW Steel,2021-12-31,37993.31,182472.31,180805.48,21473.14,50104.0,10152.77,1251.49,6818.87,138933.43,64724.41,68794.15,51927.59,4.0
JSW Steel,2022-03-31,37695.36,195934.51,195385.56,21610.38,50424.23,10073.14,1234.16,6765.39,153909.09,66808.3,74341.68,56473.66,4.0
JSW Steel,2022-06-30,37300.26,200250.14,200502.09,24286.42,56668.31,4151.22,1741.71,5241.95,158155.0,60565.56,75343.39,61017.07,6.5
JSW Steel,2022-09-30,40642.68,204294.15,205079.31,24349.12,56814.62,4523.2,1711.69,5711.67,161976.6,62363.06,77063.39,62571.15,6.5
JSW Steel,2022-12-31,42687.3,207412.19,207799.6,24301.21,56702.81,4750.75,1699.04,5999.01,174250.07,63878.24,78085.61,63276.36,6.5
JSW Steel,2023-03-31,43156.63,211875.18,213219.83,24409.84,56956.29,4802.98,1741.58,6064.97,175013.4,65809.02,80122.39,65217.1,6.5
JSW Steel,2023-06-30,41026.58,216228.45,217586.63,26560.99,61975.65,6600.83,2031.65,2831.44,195041.95,72011.19,74962.55,59801.98,6.5
JSW Steel,2023-09-30,42617.97,214928.93,210723.3,25878.71,60383.66,6856.88,2012.21,2941.27,192934.53,72057.67,72598.0,56427.94,6.5
JSW Steel,2023-12-31,46768.68,224245.53,224934.93,26476.35,61778.14,7524.69,1994.19,3227.73,182297.93,75661.79,77494.17,61624.58,6.5
JSW Steel,2024-03-31,44888.11,225297.19,222726.06,26093.97,60885.94,7222.12,2065.2,3097.94,170658.66,76481.11,76733.17,60138.18,6.5
JSW Steel,2024-06-30,39050.49,226713.88,222473.82,29071.53,67833.58,5256.49,2123.09,4834.12,210572.15,71881.7,73794.0,56472.03,6.25
JSW Steel,2024-09-30,41442.02,231104.08,228076.83,29237.53,68220.91,5578.41,2069.63,5130.18,207590.58,74245.99,75652.51,58224.86,6.25
JSW Steel,2024-12-31,43774.82,240333.84,243398.0,30003.31,70007.73,5892.43,2139.87,5418.96,221245.78,78195.64,80734.5,63763.59,6.25
JSW Steel,2025-03-31,43677.27,239783.62,239124.06,29544.11,68936.26,5879.29,2142.51,5406.88,200347.05,78973.17,79316.85,61685.16,6.25
JSW Steel,2025-06-30,41507.23,249655.6,251573.07,30021.82,70050.92,6567.48,2234.79,5628.89,228451.79,92975.55,111957.65,66096.78,6.0
JSW Steel,2025-09-30,44694.54,252539.05,250042.54,29498.48,68829.78,7071.8,2285.87,6061.13,232856.85,93823.83,111276.51,64549.45,6.0
JSW Steel,2025-12-31,48274.6,265733.87,269142.66,30175.18,70408.75,7638.25,2304.95,6546.63,229166.49,98501.86,119776.65,71074.12,6.0
JSW Steel,2026-03-31,48250.09,272973.75,276311.84,30157.33,70367.09,7634.37,2262.99,6543.3,223677.0,100967.78,122967.15,72924.16,6.0
Kotak Mahindra,2014-06-30,3120.7,139768.4,142250.92,13599.09,31731.2,468.11,1767.77,539.37,108528.82,20494.92,97242.74,21501.51,7.75
Kotak Mahindra,2014-09-30,3322.29,140947.19,140853.64,13352.89,31156.75,498.34,1775.01,574.21,121679.16,20667.77,96287.56,20904.87,7.75
Kotak Mahindra,2014-12-31,3414.43,143512.07,142282.36,13247.27,30910.29,512.16,1732.82,590.14,109530.2,21043.87,97264.23,20949.88,7.75
Kotak Mahindra,2015-03-31,3483.51,148530.96,148597.95,13367.79,31191.5,522.53,1733.6,602.08,114849.24,21779.82,101581.57,22078.85,7.75
Kotak Mahindra,2015-06-30,4867.94,174847.81,178210.06,22089.11,51541.26,730.19,2821.41,1198.97,126884.95,30590.62,124899.65,20939.95,6.75
Kotak Mahindra,2015-09-30,5200.73,195206.45,195780.58,21736.1,50717.57,780.11,2810.17,1280.94,138186.73,30915.31,137214.05,22636.88,6.75
Kotak Mahindra,2015-12-31,5109.01,220801.57,223927.78,21979.21,51284.82,766.35,2737.29,1258.35,127535.4,32083.74,156941.2,26180.94,6.75
Kotak Mahindra,2016-03-31,5362.88,236589.52,232448.8,21293.06,49683.8,804.43,2824.47,1320.87,136691.08,31879.12,162913.21,26328.77,6.75
Kotak Mahindra,2016-06-30,5285.51,250914.15,252184.71,24982.79,58293.17,792.83,2865.7,3130.49,154084.51,34930.08,188066.56,29793.6,6.25
Kotak Mahindra,2016-09-30,5419.97,260437.02,262392.61,25043.57,58434.99,813.0,2861.85,3210.13,149383.87,35961.42,195679.1,31075.0,6.25
Kotak Mahindra,2016-12-31,5758.38,265196.8,263068.81,24657.46,57534.08,863.76,2822.61,3410.56,140983.3,36338.75,196183.38,30674.75,6.25
Kotak Mahindra,2017-03-31,5853.43,272992.01,269833.0,24569.28,57328.32,878.01,2839.15,3466.86,154801.47,37137.22,201227.76,31350.96,6.25
Kotak Mahindra,2017-06-30,5792.73,293633.24,295710.06,30609.78,71422.82,868.91,3178.81,-2395.37,170043.74,46143.95,213824.15,32972.27,6.0
Kotak Mahindra,2017-09-30,6205.33,309874.6,312822.99,30684.0,71596.0,930.8,3056.2,-2565.99,170190.44,47506.0,226198.29,34964.98,6.0
Kotak Mahindra,2017-12-31,6500.87,325604.57,328905.26,30702.92,71640.14,975.13,3072.22,-2688.2,168504.55,48786.21,237827.17,36785.19,6.0
Kotak Mahindra,2018-03-31,6532.79,342392.98,347130.63,30815.37,71902.53,979.92,3149.93,-2701.39,164489.79,50220.41,251005.7,38965.74,6.0
Kotak Mahindra,2018-06-30,6909.98,346134.65,340287.05,34964.55,81583.94,1036.5,3794.87,422.04,178263.02,51676.94,248850.58,38625.41,6.25
Kotak Mahindra,2018-09-30,7416.18,364229.54,362026.98,35350.32,82484.08,1112.43,3730.84,452.96,169677.95,53659.19,264748.91,41546.46,6.25
Kotak Mahindra,2018-12-31,7747.59,374293.63,367890.46,34956.96,81566.24,1162.14,3864.74,473.2,194115.43,54458.47,269036.85,41749.56,6.25
Kotak Mahindra,2019-03-31,7691.89,388482.53,381907.26,34963.43,81581.33,1153.78,3766.31,469.8,180957.76,55865.17,279287.28,43348.26,6.25
Kotak Mahindra,2019-06-30,8090.56,399846.09,392652.48,39167.99,91391.98,1213.58,4008.18,11267.67,188804.05,59660.98,291761.58,43554.47,5.15
Kotak Mahindra,2019-09-30,8319.73,414684.92,410245.87,39458.61,92070.09,1247.96,3942.7,11586.83,195551.65,61728.07,304834.4,45843.64,5.15
Kotak Mahindra,2019-12-31,8691.3,429535.82,427905.34,39734.17,92713.06,1303.69,4043.5,12104.31,215820.35,63794.92,317956.32,48150.96,5.15
Kotak Mahindra,2020-03-31,8527.24,438316.34,433512.9,39448.47,92046.43,1279.09,3971.5,11875.82,207207.3,64960.22,322123.03,48431.2,5.15
Kotak Mahindra,2020-06-30,8018.76,449522.0,446965.37,42851.75,99987.42,1202.81,3255.17,1192.55,232338.78,76658.42,298087.99,62558.42,4.0
Kotak Mahindra,2020-09-30,8019.36,461070.37,461127.25,43102.18,100571.74,1202.9,3292.15,1192.64,225131.36,79190.37,307532.76,64917.73,4.0
Kotak Mahindra,2020-12-31,8412.22,461884.27,453972.67,42358.66,98836.86,1261.83,3257.93,1251.07,233602.54,79872.33,302761.26,62808.04,4.0
Kotak Mahindra,2021-03-31,8320.29,485031.88,491289.47,43652.87,101856.7,1248.04,3269.49,1237.4,238009.09,84423.31,327648.4,70047.66,4.0
Kotak Mahindra,2021-06-30,8038.49,488683.02,481702.2,48482.22,113125.17,1205.77,2890.58,2005.57,265406.43,87233.34,334279.63,73067.11,4.0
Kotak Mahindra,2021-09-30,8319.31,508252.1,503866.37,48760.4,113774.27,1247.9,2887.87,2075.64,239313.87,90105.06,349660.57,76867.63,4.0
Kotak Mahindra,2021-12-31,8670.58,534854.17,540173.73,49674.0,115906.01,1300.59,2836.76,2163.28,246787.91,94208.93,374856.24,83950.53,4.0
Kotak Mahindra,2022-03-31,8427.48,536592.22,526865.99,48293.3,112684.37,1264.12,2889.54,2102.62,245103.34,93938.84,365621.27,79606.38,4.0
Kotak Mahindra,2022-06-30,10135.18,572649.79,580422.68,56596.63,132058.8,1520.28,3539.73,-298.64,262109.14,103900.84,394803.99,85158.25,6.5
Kotak Mahindra,2022-09-30,10377.68,579176.01,574919.53,55428.33,129332.77,1556.65,3637.47,-305.78,266576.73,104506.23,391060.74,82609.62,6.5
Kotak Mahindra,2022-12-31,10658.37,610198.78,618563.67,56604.16,132076.38,1598.76,3569.66,-314.05,276209.36,109531.68,420747.52,90766.28,6.5
Kotak Mahindra,2023-03-31,11042.04,618787.53,617149.42,55690.88,129945.38,1656.31,3659.22,-325.36,303386.62,110527.62,419785.54,89097.63,6.5
Kotak Mahindra,2023-06-30,13257.97,646441.85,635821.83,67954.99,158561.64,1988.7,5746.48,3697.77,328419.35,117344.66,428795.24,95575.0,6.5
Kotak Mahindra,2023-09-30,14054.03,697732.84,701436.74,69456.79,162065.85,2108.1,5616.4,3919.79,329278.42,123179.54,473045.62,107768.23,6.5
Kotak Mahindra,2023-12-31,13913.98,737086.0,743367.33,69678.8,162583.88,2087.1,5566.59,3880.73,327366.6,126825.2,501323.42,114575.47,6.5
Kotak Mahindra,2024-03-31,14885.96,781508.73,795600.05,70335.79,164116.83,2232.89,5700.66,4151.83,329211.25,131303.59,536548.91,123782.33,6.5
Kotak Mahindra,2024-06-30,15407.41,804663.57,813734.51,80072.25,186835.25,2311.11,6957.17,3968.87,365379.96,146389.72,547340.96,121555.05,6.25
Kotak Mahindra,2024-09-30,15972.2,838771.51,854097.54,80626.43,188128.34,2395.83,7029.18,4114.36,357165.78,151386.75,574490.28,128467.46,6.25
Kotak Mahindra,2024-12-31,16678.01,841828.92,832026.08,78257.64,182601.15,2501.7,7056.79,4296.17,349640.41,150805.85,559644.39,121470.8,6.25
Kotak Mahindra,2025-03-31,16777.68,889189.96,898706.7,80027.1,186729.89,2516.65,6942.18,4321.85,352371.68,158169.92,604495.67,134172.43,6.25
Kotak Mahindra,2025-06-30,16893.36,900177.63,889807.37,89261.47,208276.77,2534.0,7508.77,10101.73,410070.62,164689.77,629534.06,140176.36,6.0
Kotak Mahindra,2025-09-30,17416.24,930857.57,920273.37,89275.01,208308.35,2612.44,7517.6,10414.4,411380.04,169166.49,651088.6,144997.82,6.0
Kotak Mahindra,2025-12-31,17909.2,958322.63,944392.49,88989.15,207641.34,2686.38,7344.37,10709.18,409704.94,173062.32,668152.75,148321.57,6.0
Kotak Mahindra,2026-03-31,18225.84,1009165.73,1015012.13,90824.92,211924.8,2733.88,7350.39,10898.52,393288.38,181161.48,718115.78,162701.28,6.0
LIC,2018-06-30,139485.46,3108601.47,3048194.71,79249.79,184916.17,1444.87,0.01,3239.73,260884.57,643.99,445641.79,2753307.07,6.25
LIC,2018-09-30,142447.89,3286252.3,3316901.25,81574.06,190339.48,1475.55,0.01,3308.53,292923.47,680.79,484926.31,3083887.1,6.25
LIC,2018-12-31,143876.52,3346021.89,3350481.94,80928.03,188832.07,1490.35,0.01,3341.72,267312.13,693.17,489835.76,3090438.28,6.25
LIC,2019-03-31,144242.08,3475685.24,3524806.01,81962.51,191245.85,1494.14,0.01,3350.21,271337.14,720.03,515321.7,3292791.94,6.25
LIC,2019-06-30,150084.22,3451429.8,3457474.92,76157.36,177700.5,-1660.13,0.01,12992.15,313461.35,835.81,488795.55,3211754.65,5.15
LIC,2019-09-30,157153.63,3478966.96,3494461.12,76362.79,178179.83,-1738.33,0.01,13604.12,297703.27,860.72,494024.42,3254868.51,5.15
LIC,2019-12-31,162766.09,3465604.55,3449595.65,75673.02,176570.37,-1800.41,0.01,14089.97,296535.28,875.39,487681.63,3184056.07,5.15
LIC,2020-03-31,161059.38,3497618.33,3495404.06,75976.07,177277.5,-1781.53,0.01,13942.22,318278.53,901.43,494157.72,3239259.08,5.15
LIC,2020-06-30,164845.15,3626673.43,3671641.1,1.21,2.83,-60.12,0.01,19230.83,326199.97,6353.01,282078.45,3710481.39,4.0
LIC,2020-09-30,169872.09,3629622.57,3594901.49,1.19,2.77,-61.96,0.01,19817.27,313714.62,6383.15,276182.83,3554109.34,4.0
LIC,2020-12-31,177750.72,3738935.49,3730787.27,1.2,2.79,-64.83,0.01,20736.39,365893.28,6599.99,286622.43,3715962.01,4.0
LIC,2021-03-31,178670.38,3774294.64,3719861.8,1.18,2.76,-65.17,0.01,20843.68,344226.0,6686.16,285783.06,3659620.68,4.0
LIC,2021-06-30,175650.8,3969978.67,4004599.13,0.3,0.71,807.37,0.01,-918.3,373504.26,4676.53,291706.69,4028754.34,4.0
LIC,2021-09-30,176477.91,4024731.31,4007743.63,0.3,0.7,811.17,0.01,-922.62,403705.09,4741.3,291935.74,3980190.27,4.0
LIC,2021-12-31,181685.26,4223937.39,4301343.26,0.31,0.71,835.1,0.01,-949.85,365913.92,4976.25,313322.4,4368492.5,4.0
LIC,2022-03-31,184629.81,4333459.52,4414343.06,0.31,0.71,848.64,0.01,-965.24,377860.08,5105.55,321553.63,4484750.43,4.0
LIC,2022-06-30,184347.73,4367726.68,4400531.66,0.0,0.0,8018.82,0.01,12809.2,411589.46,37192.16,302446.92,4388813.3,6.5
LIC,2022-09-30,198940.15,4336656.93,4258474.72,0.0,0.0,8653.56,0.01,13823.13,419298.08,37229.1,292683.4,4139475.73,6.5
LIC,2022-12-31,198321.11,4495767.25,4494152.33,0.0,0.0,8626.64,0.01,13780.12,414818.71,38896.32,308881.43,4447172.93,6.5
LIC,2023-03-31,198311.11,4665464.8,4754090.76,0.0,0.0,8626.2,0.01,13779.43,420994.45,40666.1,326746.91,4795482.17,6.5
LIC,2023-06-30,200250.44,4854963.76,4948827.84,0.0,0.0,7728.89,0.01,6284.23,458540.91,72057.05,296819.06,4965986.31,6.5
LIC,2023-09-30,213791.88,4968507.51,4989837.2,0.0,0.0,8251.54,0.01,6709.19,446829.97,72912.57,299278.7,4933255.64,6.5
LIC,2023-12-31,218010.64,5151392.85,5171203.59,0.0,0.0,8414.36,0.01,6841.58,496651.62,74798.0,310156.63,5110288.53,6.5
LIC,2024-03-31,214058.57,5216180.55,5118190.18,0.0,0.0,8261.83,0.01,6717.56,504628.54,74986.35,306977.01,4943869.99,6.5
LIC,2024-06-30,210864.77,5323041.44,5245064.87,0.0,0.0,12623.41,0.01,-2166.77,574569.19,110195.19,315490.5,5052070.27,6.25
LIC,2024-09-30,216787.78,5454899.59,5421695.04,0.0,0.0,12977.99,0.01,-2227.63,546020.13,114156.81,326114.8,5267577.23,6.25
LIC,2024-12-31,227552.39,5527551.82,5481060.24,0.0,0.0,13622.41,0.01,-2338.24,513321.58,116887.01,329685.61,5312804.43,6.25
LIC,2025-03-31,225228.48,5706765.36,5753339.74,0.0,0.0,13483.29,0.01,-2314.36,511495.97,121887.7,346063.22,5669927.77,6.25
LIC,2025-06-30,230363.25,5841817.72,5953152.61,0.31,0.71,11229.65,0.01,-6175.32,643647.97,160510.85,363724.84,5886498.47,6.0
LIC,2025-09-30,248844.99,5704267.83,5605706.6,0.29,0.69,12130.59,0.01,-6670.75,582422.8,158970.92,342496.64,5345296.79,6.0
LIC,2025-12-31,245843.13,5941842.38,6007851.0,0.3,0.71,11984.25,0.01,-6590.28,634399.0,167867.37,367066.8,5894245.02,6.0
LIC,2026-03-31,256986.01,5993106.96,6037991.58,0.3,0.71,12527.44,0.01,-6888.99,582032.08,171555.29,368908.32,5902608.56,6.0
Larsen & Toubro,2014-06-30,21201.64,177283.04,175807.41,27855.2,64995.47,3617.21,1795.0,-314.81,149455.58,37355.24,121825.13,52977.27,7.75
Larsen & Toubro,2014-09-30,22499.09,187034.39,190530.22,28614.01,66766.02,3838.57,1795.87,-334.08,148685.52,39409.94,132027.25,58977.81,7.75
Larsen & Toubro,2014-12-31,24793.24,188246.67,188059.18,28061.02,65475.72,4229.97,1811.2,-368.14,152890.26,39665.38,130314.95,57087.91,7.75
Larsen & Toubro,2015-03-31,24167.63,191350.14,189453.27,27810.55,64891.29,4123.24,1831.56,-358.85,142512.86,40319.31,131280.98,56997.76,7.75
Larsen & Toubro,2015-06-30,22732.59,189610.11,185825.06,25912.69,60462.94,3481.31,1704.47,-728.36,149119.07,39882.1,146938.81,57963.48,6.75
Larsen & Toubro,2015-09-30,25484.37,194943.69,196217.15,26613.22,62097.51,3902.72,1706.97,-816.53,169721.1,42067.32,155156.22,62859.67,6.75
Larsen & Toubro,2015-12-31,26625.21,195653.88,197439.16,26681.76,62257.44,4077.43,1700.82,-853.09,163568.88,43285.54,156122.51,63414.05,6.75
Larsen & Toubro,2016-03-31,26912.83,197781.91,201543.02,26943.3,62867.71,4121.48,1743.36,-862.3,162881.45,44830.61,159367.59,65366.66,6.75
Larsen & Toubro,2016-06-30,24902.87,195035.09,191668.32,27699.64,64632.49,3786.28,1717.39,1516.11,191769.45,45478.89,146618.28,60005.59,6.25
Larsen & Toubro,2016-09-30,26169.83,205392.72,207986.79,28542.19,66598.44,3978.91,1695.49,1593.24,183112.36,48128.78,159101.23,67095.01,6.25
